N,P,K,temperature,humidity,ph,rainfall,label
15.202098430024101,55.33489235532955,15.167747480383168,26.216974601898926,56.446340948366085,8.7708083534372,75.23589789776995,mothbeans
39.614591713493446,45.24747819040846,19.811677408214205,26.97756192409405,60.329705753783266,5.750157522340709,34.76325015869366,mothbeans
10.031336373068607,42.59007338850005,14.384009263446439,26.726068953878396,55.34974519412707,7.772166499105891,37.58440724551265,mothbeans
41.53624894342448,40.61026132764221,19.119977153991194,27.427998464391706,51.4434204033177,5.823505449900951,28.70038325017895,mothbeans
13.698904015947425,43.91204089994219,17.213102922705605,26.039553855951574,54.28141471119068,9.96967270539239,453.48826804827445,mothbeans
14.967809049020623,58.865731317751056,22.17958562479134,31.99553708116548,43.609837034765725,6.387674518625468,29.768433262065493,mothbeans
1.5963802496167565,41.455921495850724,17.154517656115583,30.185907034353175,61.91649647607823,9.354511703852452,69.71219575277192,mothbeans
10.331773664470155,44.98329657191875,21.478030614402787,30.947804250411906,42.189504239703815,9.02537920057015,61.29451294914939,mothbeans
18.47895861024792,33.89915417897121,16.38658920862046,26.466839523633165,58.523377055606076,5.502366723232723,57.91043227549761,mothbeans
13.155501112762142,56.37055407268455,14.162839261653069,29.852964252428418,57.88040590060667,7.606880929650877,78.24398854953361,mothbeans
4.030131485136653,38.70187996115722,13.642756235376044,31.941534907937754,41.435555987603294,8.261528743458129,49.12823496613899,mothbeans
28.54090530710777,42.29458279513534,19.516519115429205,30.879563766180272,63.174258925634774,7.338609167428978,34.40640472764157,mothbeans
8.357568846780516,41.98443275548853,12.397122945818506,27.006243387113127,63.54527159710692,7.415683049684399,75.32439640617332,mothbeans
39.623504546197516,45.8754961048613,16.350464628801824,27.423915123857356,57.214947985440205,3.7044615413304824,57.14438899190768,mothbeans
25.404617568150464,49.534649110120014,21.969860486108278,24.373495401024904,62.25654888683413,9.584486819394453,65.92339508450345,mothbeans
26.321234878283935,42.78565667343482,15.596093878183488,24.6701766114982,44.674133444627046,4.975309880650006,47.38306971662697,mothbeans
35.02148676576547,53.70639080632526,21.072657238127718,26.143346327392983,52.43712419150493,6.623897831341067,453.48826804827445,mothbeans
2.51880166953292,43.69043082609639,23.030208219124145,25.711085834008827,42.04957364194,9.885041608598774,74.7833646972111,mothbeans
13.762892922245841,52.377752065291546,14.331277099129927,31.255086372651938,57.966066842836355,9.899815999254468,40.57594536582878,mothbeans
33.88841394327196,52.3261477226996,18.438876835971545,29.865650146507342,60.39463845537994,9.259318649760132,64.17531965251123,mothbeans
17.026933488557237,59.23204832938668,16.58451266951356,27.545037999050745,44.26409603306376,3.4506782938814857,66.82235377431138,mothbeans
22.287477777751086,32.76419545004111,22.307360703575455,30.98208484073495,57.78013062693934,4.7571931052984695,61.09961022135706,mothbeans
22.476752316844042,33.51271887636748,9.093732397421295,31.924046565838513,47.88607586572224,7.982145567534188,67.41866020867482,mothbeans
27.49523693086362,47.883669901227776,31.096853464279626,24.34696863952978,59.574754817759505,8.279232188472417,62.732869237871775,mothbeans
36.21889067325855,57.786330652238945,22.9265737044318,28.509833521551954,58.496004251097006,7.757610934460434,34.91042831722795,mothbeans
26.740251592808253,55.4218356228587,21.44318496234195,24.104458826919444,48.33485431460164,3.5311468733884026,51.97676675013539,mothbeans
-0.6374156892973086,58.02053238570509,25.275698857009562,24.513095047516458,58.40551520205401,9.941498740599924,36.75590639324604,mothbeans
10.847771679285017,42.16474860643551,15.62563015653597,27.3762359980689,41.04400273682589,3.412079259218972,40.822582992382486,mothbeans
39.05018812929604,55.904233327528026,26.05602488149683,26.943840775661517,58.22557239510754,9.6639787431391,35.33117312789743,mothbeans
11.32818531870764,52.821775314259405,15.418971596892359,29.592454539295353,47.34668098484139,4.879962046580554,37.94151925598375,mothbeans
30.399096643857387,50.561347349802176,13.287528791518808,26.51714336898111,51.61024481329956,9.91755650850843,36.516429396236276,mothbeans
26.103838830224678,38.09760903834775,16.950929362268397,26.893345699040292,47.307810156702104,5.691022177342467,33.10940138072018,mothbeans
17.783244427792386,55.834663161426086,20.4924290874287,29.78355865490366,55.25215530353464,4.4876566660333665,37.42880396336711,mothbeans
40.576943838289274,51.091947904180465,17.011198097853057,31.548620659044204,45.56512676749457,5.787031375077707,55.411967442184896,mothbeans
28.373510645435953,52.38175077591128,21.667952811301358,29.855624019065477,52.86769416323329,6.684148423348684,56.838119602457745,mothbeans
0.6332731712312754,52.754570833823074,27.773157256602,30.675334450415363,42.66185179685434,3.5036458217375874,50.26671595824339,mothbeans
9.631508160263781,41.831411342020566,11.098879893726197,25.852140402613298,38.90077837967293,8.212423706654297,42.14181722552652,mothbeans
32.30234933491629,48.4994384082564,18.211680077256958,26.19031126693747,57.5980277350365,8.325064280675186,41.39976454514755,mothbeans
12.822982556841048,52.10839304719523,22.81739394377449,28.869347860960126,58.819948029254164,4.747034678868931,61.60592973760221,mothbeans
25.288182876836565,50.551181470249496,21.702013741493616,30.020071708501398,154.2289453400507,8.050790949400554,30.428507928154797,mothbeans
5.131103179798828,54.48188580099514,19.057269546418684,29.40233135200083,51.88199806322063,9.244522471374419,48.78588698665134,mothbeans
8.067526282722914,39.689992014701545,24.96462476867854,32.565576527367085,62.43850728969538,5.006579751013841,50.93462495908055,mothbeans
29.418679107287485,42.38370141619459,21.654902447223368,29.787944136287436,61.04891191531502,9.368156569592244,64.0203002733653,mothbeans
8.526017571556414,47.919684388563006,17.95770328572309,31.803503770345763,44.14729124630465,5.300680999153663,47.911020215301775,mothbeans
34.35563705389916,39.5313804534927,16.54313317429118,25.667149608874418,61.32261396855883,4.024410537904661,41.30988162252302,mothbeans
6.33970749004819,40.94860323263846,18.727238077883552,24.207107458025664,53.97840513848569,9.38951463184646,35.90890609171564,mothbeans
39.36267580539022,41.480169520317375,21.359376771707115,24.69231596357748,41.343658373762544,3.5529422039367327,46.01093614334119,mothbeans
40.87278739831476,48.31089774653661,13.74790767424757,29.404241149207138,53.17779187242495,5.5967356975494456,29.396421509553406,mothbeans
24.014450123141927,58.7197122833643,29.0864189138423,24.21181403073,54.48347237074751,3.5331066039601735,42.99995981183185,mothbeans
28.658630956759797,60.08823016487739,22.651871348019114,28.501925939590883,62.0262279027905,7.8568831528680425,40.01094134698518,mothbeans
13.234374149292943,46.13231147120708,18.87012340649097,25.923456197005383,53.55776428388757,4.845633885690717,28.150640301568295,mothbeans
32.378881203792275,59.30615100544885,319.8882710869616,28.1385075605146,63.054954216630925,6.203231378856495,41.14706644851628,mothbeans
7.014273903126704,40.98794322201007,24.488298413322624,25.61427124362117,42.82284284973589,7.804939162532998,74.92213074309396,mothbeans
20.335672607913406,36.99068304745971,19.23285095636059,27.86095027752197,54.435908272370035,4.4840263857525,60.10006015619441,mothbeans
17.716719960333542,39.101739714462575,18.235086052641932,27.29688412930092,64.66978840468555,4.376222692424058,62.31489094108246,mothbeans
38.98431144322475,46.32970877393736,17.435394576747395,28.992279542297783,57.247229439532155,4.650600205924668,31.353555235354047,mothbeans
33.498307984764836,54.50263285818513,26.629804001179792,28.50315133664055,40.218322402113834,6.0693752993747765,65.75084242605178,mothbeans
37.07897792055821,56.443509487462975,11.645702995302933,29.383565016627646,58.58372606822282,7.741345237007112,56.48899792505395,mothbeans
35.47269530081466,56.01344634845325,17.742384872050916,27.623899765293185,45.153357827815356,8.037377391109057,27.274810625653892,mothbeans
14.697462573430354,56.23544247892696,24.286635523631865,29.151470439228227,40.13046541074759,5.820664889529551,61.58312833353399,mothbeans
36.36111642699056,56.46993774314348,25.449182160046487,28.06381534724656,41.91207189537365,5.263306246401632,75.65914223815247,mothbeans
9.282607430993302,58.853320715980004,21.89926052797596,31.70361536271523,43.835201081094745,4.6218821617819605,47.53362136607179,mothbeans
17.814097928929137,56.77613808960382,19.386114486488683,27.672356832849143,47.0687183719738,6.0944682515035415,69.58248281842576,mothbeans
26.197334940344213,52.933115448268026,27.951107597266724,27.57039947562159,63.58502823041442,9.94039595014523,453.48826804827445,mothbeans
28.8142420335245,41.67974627562513,15.493027013806183,24.318575996638568,46.10056209089403,4.50887245556612,51.21681358858943,mothbeans
37.67172189384446,54.977217618888986,27.44491073563136,30.80234878889647,41.25132558901444,7.589940997674956,68.71652100445242,mothbeans
35.82668383440529,44.31983376685468,24.533200966997867,27.68075664550651,45.34088561271869,3.544371582608666,44.39704957968444,mothbeans
32.78184099434112,52.54289364203466,20.322355836358533,30.07402560570738,60.10670672994529,7.295133679308136,63.11455917492647,mothbeans
21.615009255853614,48.55190125737285,17.438404938421005,28.446936732384348,51.68833411535445,5.363449159444431,30.962484940801666,mothbeans
25.39969805244217,44.01888157191112,23.706203439841953,30.79417995916924,54.29365023965549,7.277952354050939,72.0843235934427,mothbeans
17.137059310116655,52.247742419339986,10.474659350774811,31.772577226520326,57.66707168513953,6.56907808314094,48.15737855764794,mothbeans
22.79291404440149,34.51741949222034,17.62700521313804,25.023276004398813,51.39439331715623,5.840338194251819,42.89746855741558,mothbeans
39.30527656801645,47.76084350436843,20.11985842092785,30.808163379969574,53.86006448665813,3.748977218173656,31.145649639932167,mothbeans
25.621959807371322,52.95578475502454,22.482498143874437,30.859438084787545,49.24513146098946,4.704916484937865,53.418836017902855,mothbeans
16.980252384215923,36.25773235310095,20.609998084211703,25.986830070441574,65.11299225418469,7.3172754967641565,64.54851560736059,mothbeans
39.59877992421747,56.56824656070049,22.465386296244375,27.581929509236865,63.28643585577242,9.913666363322886,33.04316551137763,mothbeans
11.307859092343168,61.57241207186842,18.0409933626767,30.12563044046876,48.38379070815552,3.884163563881965,60.121561618578724,mothbeans
30.463388396928575,37.88027121851812,18.03775001101364,29.960702984542177,61.51147092737916,9.896816495629164,63.40616864615002,mothbeans
25.891375011295526,55.345615572587825,18.861747521467265,31.03426786439111,59.25729394336487,9.870346482756457,453.48826804827445,mothbeans
37.12676498070621,58.341411431238775,17.881853719111987,27.11308099191996,51.58329407741575,8.651553637939903,32.78300220804472,mothbeans
20.91112721521516,34.1061521165739,22.604658706918638,23.790533428065505,59.552980473086215,7.563137792276857,34.047590633249406,mothbeans
27.415566058234617,40.560954191065754,23.656095858013952,30.322984789687293,63.196544789240875,8.128420162890992,62.836053301415106,mothbeans
1.163316792195634,46.89473674585944,17.35470959090847,28.183150288610552,43.728796144392895,4.367672165559745,35.45926000066449,mothbeans
11.411799848549942,40.27657016544942,15.05476602846876,66.44933725762199,63.047787721143735,6.752887218684385,72.23278675048834,mothbeans
-2.136171853002028,52.66071380009785,22.95551352593867,27.59224739474114,43.72352510555037,4.851733095680158,49.07978844855918,mothbeans
26.580453578575767,39.2661772368176,21.325946622760874,28.61385033409266,56.49113848021131,9.962556226931456,58.22597942361488,mothbeans
22.25523595878024,61.26027711756836,25.17279500016593,66.44933725762199,51.14528457360972,3.4573268977213427,41.34497384490351,mothbeans
12.567053576462806,57.57927937877074,16.402631587724095,32.26607901568878,58.66527857001387,3.992576309503513,29.602788051789375,mothbeans
35.79341861358987,52.3254049283513,19.801665772735234,27.732468223274875,44.73864676410075,8.014436247464438,61.521030616489085,mothbeans
4.696621861022436,46.927583942463876,18.138779860757598,31.555919586245114,63.13908321524825,3.5350808012641197,62.909209665278816,mothbeans
21.749571929220252,40.83579402979274,30.46977189772123,29.81086500414277,59.81843957891245,6.975840356945661,62.69534407810837,mothbeans
31.32487193628731,41.79082385227014,15.403307917426856,24.987007856711507,43.621662916563864,5.288093710899534,54.38165082492983,mothbeans
11.328564583036112,43.92812099305192,21.097124173287604,28.236801777433346,43.97539323155465,5.703353748710457,45.35436399283035,mothbeans
20.10923690618146,48.4219610195596,27.359697845205194,25.988070652639337,48.08005495895246,3.512882171350288,45.46229839505151,mothbeans
13.451935800406313,44.46490328207048,27.464129726187952,26.59054894224249,55.40156680326873,7.384698007422785,35.09544010879247,mothbeans
17.90792309225296,60.816085511726676,21.587169278708462,28.251530076279572,52.60228274603101,3.541059617256587,38.29624020994058,mothbeans
23.74740203706449,35.83878201122419,19.99095731947583,26.665505191516495,60.06144712634536,9.19217143516007,30.901990642028377,mothbeans
38.753793746326245,40.31955713397121,20.444249679422445,25.25407117142142,64.00107071753504,9.94483714158543,29.80140030035958,mothbeans
31.338347497826156,55.24816872661976,22.44624366040221,30.804704353962634,52.00392511349028,8.655232289177984,50.351051718117944,mothbeans
38.86490909996717,54.89959897515794,27.252725723106174,26.579371768565803,40.78657409906834,8.607012397165793,66.33491573884216,mothbeans
22.90224127435711,50.172977381691226,25.437251979142175,27.182654745578123,54.70745007710311,9.097035925373833,66.35671034185594,mothbeans
34.54940043525902,34.82213237181232,19.335640835171535,29.645532218142847,64.60814350341782,6.4208113806177955,38.259595793184246,mothbeans
0.6315666324547001,55.956232596768125,30.845439268266016,27.43411733027579,45.74375532470969,4.149190077468991,47.727619440113884,mothbeans
17.172257018999037,56.04357033219423,17.774974663936405,28.57898837811623,56.97455227597969,3.523217624912896,33.564134440189264,mothbeans
33.4003129901909,40.840402164299,21.151589062403925,25.319892726700214,50.47442192886738,3.4661672937284105,40.373884905841685,mothbeans
2.6096297986971755,46.853876902061465,17.68161703393895,25.236469155971253,65.98538457338373,5.618691878703199,70.54743379925995,mothbeans
18.084709835944107,43.446263643300895,24.08019418481059,28.285019245179843,56.32053080797539,8.254407391924296,48.04567130068612,mothbeans
32.69319424225737,52.42348572209847,16.38414384192634,27.002874362936883,54.88327889592636,7.652346431281347,31.19813679035095,mothbeans
33.238088315639445,35.227388287828006,23.974651283946503,31.844698254598004,46.62325197009196,6.532641280451816,66.98249054567403,mothbeans
28.521736316519117,222.76000802124548,20.08291106417962,28.12171881504203,55.19475547370209,3.6058734681774967,56.96161889237825,mothbeans
25.586887409239772,58.791318088704436,25.213303380826872,27.744099906417613,56.24041829500313,3.6088245726171277,39.50677281656057,mothbeans
23.857249055805262,55.14112084945173,24.471107397906646,30.80995044907743,59.41111275264055,8.972951394952483,63.51206810970173,mothbeans
21.963219386199228,49.90259528192159,20.850682479061188,26.33367942598945,46.53623574291597,6.99465881019036,30.687054070998926,mothbeans
2.3114638704188595,46.726546550609335,20.318917283532272,25.354533444475564,63.20833830433427,5.778468103107863,70.27446847525243,mothbeans
20.990811950481806,37.412383562367616,23.594126585412738,26.622840210968196,53.44142190763495,3.863111181090899,45.95459903075121,mothbeans
9.615314784813878,44.72221346185548,17.645058024861303,27.452964923322778,42.75692318088556,4.83374240391758,45.76315680838726,mothbeans
2.8176394407500283,58.446180481934476,29.752445943130915,27.476735415651884,58.7188126757901,6.0954715675777775,34.135149168879,mothbeans
39.60253908824957,46.45185858159412,27.96196934958256,25.06778137703062,43.67450036809801,4.763040673131223,37.237377903314304,mothbeans
18.92037577931721,35.21042390089996,22.259222913804795,25.356356233925872,55.38278702762003,4.505161325544734,59.511397543646865,mothbeans
11.151787058728326,42.93497058402111,21.692522260689906,30.42011512315302,42.46974256391461,9.845869487472305,57.37088819112101,mothbeans
36.19168723830413,222.76000802124548,17.942287368565356,28.389525225824222,58.764840375690575,4.244862121954775,34.50954296523994,mothbeans
17.195008747171215,37.348800601941605,24.582630594745677,26.069001825423552,56.26134851150458,7.1572351611645875,36.200613410520745,mothbeans
29.151317909857223,53.155902650274534,26.539439545713062,30.194648145979162,55.57553825753998,8.071551989230382,52.112104473976196,mothbeans
23.959720907641806,52.1271036481628,22.634849635726038,30.196738302003446,59.63666414571572,3.4642730128395156,70.43222791140217,mothbeans
6.109867598637431,42.36839034599274,20.108173919589497,28.232127073435205,60.180830698409615,7.455525102177654,74.62489999478355,mothbeans
7.2655951341558715,57.24873705964489,12.919866096484464,31.22340297669723,45.53494771786307,4.146551034390408,44.824423199278684,mothbeans
33.173334677774626,55.236066582386194,26.46402398547482,25.126394773522538,40.84274908866819,9.900243012843513,70.49298031394066,mothbeans
31.6117626072012,42.2503368745094,27.345140650721753,30.52603137027182,51.60484843167323,9.321621098808494,73.68477524334939,mothbeans
10.496737849357404,60.26262148686762,25.37288808970079,31.721539798586182,58.388136345596976,4.968964521953148,62.95708080697352,mothbeans
32.310830304577344,59.20988188460996,27.276334439446362,25.045622697065173,43.12211347998756,9.978892508720383,68.72141644576574,mothbeans
4.251565911456667,55.09613961303976,19.743127012059045,26.87543747617534,41.270425501314854,4.708081789301948,54.74927278310267,mothbeans
11.162058381341309,41.3874187670701,14.534707878722209,32.14526037991871,40.6433365530894,8.429764179525202,56.143169677206686,mothbeans
38.30782657188097,47.53050215004157,18.78180703371496,27.516628136135626,48.546023522342246,5.431651328203829,56.98000008016196,mothbeans
6.134682540785515,39.07364082064678,19.47596176199621,29.839772270578244,52.34342907441386,8.141470991729,68.7645069766364,mothbeans
1.6290494830313558,53.53226299655669,16.96275972468335,24.970645998583496,52.96474827516232,8.132610760771152,49.638463398203655,mothbeans
5.634936321350546,63.1761269259605,18.562037707448894,31.216426180329297,53.78000972628222,7.073637213246822,64.18522789354301,mothbeans
23.69194013681709,38.969038753699884,21.977047497987257,30.392753939417645,42.190321795719846,9.706266015119226,69.9571189061575,mothbeans
36.14390687814676,57.340614684361874,22.183094415508503,32.30414455841201,43.652414502175425,8.316213617685232,73.14826878245066,mothbeans
28.980486380249612,48.158009457110836,21.840091671147103,28.535618032729843,52.35342922611697,4.312106483955979,33.613675649432714,mothbeans
32.24363427309555,53.360264347391904,24.862124967556284,31.9083877681653,42.7080937739644,3.9364180619964575,66.12091497219278,mothbeans
24.109141268673437,51.06661110709403,26.41264764796078,30.19363580829684,54.978929711961385,5.895163120706843,53.28312356760358,mothbeans
40.206322685291674,46.73096827954181,319.8882710869616,66.44933725762199,59.57434694261626,7.011285886200127,35.41721599042011,mothbeans
26.718983731560456,34.77756199500877,17.647276343332265,28.350060667824913,57.08983067011963,6.097965722638261,62.76362688535453,mothbeans
34.589430548888735,59.766469669673185,29.443275335001594,26.7654919641942,40.52324270129471,10.043617906744442,74.04838427729163,mothbeans
6.914783249616902,36.50732470759164,21.986248170654893,23.763080786307107,59.470025642799506,9.84324880335067,40.82132933378084,mothbeans
11.05928025309166,54.21214669562163,25.33464214042095,29.81242902371954,58.004504650803995,7.467409600483721,62.42801548929441,mothbeans
14.12141514331202,55.07169308538301,16.77778901229519,30.916696156857093,59.45338034903323,8.052354490201747,28.427595782917244,mothbeans
22.200087800489595,42.40679102740188,21.324056328988632,24.213481274651055,57.60617235403394,9.933168054814631,32.94343781666063,mothbeans
6.7388564940121185,59.98581187046559,22.234476904322584,31.215908605452295,50.41237935277687,8.547433350679686,42.689807402473605,mothbeans
29.930103551608106,48.04285431903864,14.443550975693594,28.245770299437503,53.79885123982209,5.566462416667934,65.38246712846814,mothbeans
18.541546879742466,40.30143980575155,10.567539977321488,29.559004534169418,87.34743370536509,7.215261670539804,43.989363563456415,mungbean
10.16626570750767,36.93177875477578,17.100841733162763,29.444377165546076,89.22580192239005,7.176412910639192,53.7177526379896,mungbean
10.128218854677595,38.492531183238185,12.465972658304716,28.827440287370322,84.35790332394653,6.657276693280207,46.72168383343583,mungbean
32.144081138830664,39.495275803034545,16.105171173715938,27.867799191776935,84.82214704045332,6.657149608094593,57.798855402315716,mungbean
33.98987878029135,58.27223016488928,21.54717224571089,29.422893055854875,88.040941343715,7.02656289907739,40.889934193749845,mungbean
31.940007547256016,62.88171511096211,27.183961230921614,29.5361448560279,86.00949950324448,6.2051050991663015,38.817838652370575,mungbean
13.299189461538099,56.99106387364365,22.36456450321406,29.615296054956634,90.77899406320726,6.461884604450252,44.37267257491312,mungbean
8.668330076182706,43.511231226002565,18.08394994512311,26.936488859564154,83.30249396109967,6.996443834941672,45.98418606406553,mungbean
38.92259889232522,58.80728301238535,15.841243066857563,29.001357615713825,89.61917826978491,7.192925914679268,39.046347873226686,mungbean
20.76860916280534,45.40655436619589,21.858875285975838,29.144803830411558,91.08082435496681,6.221289509718402,51.23432267807494,mungbean
35.24538888910063,56.749377052120465,20.291828515245683,29.11185208156599,85.12060453375474,6.236305141837881,54.29951885408892,mungbean
3.9352678354530872,42.590529160967314,18.081866419124704,28.092785994612164,80.41056897890788,7.255913485206401,46.77287679568246,mungbean
23.917876159555945,42.67555151255265,14.36446068230946,29.620007276334082,79.29963395365591,7.193277257001936,48.01129583089122,mungbean
30.016418884415067,49.27074981454624,12.968524708436341,28.596518646404274,88.29061564818147,6.260569843408016,54.54048365387153,mungbean
19.73103070804638,38.98197854915242,26.48668815724822,27.014314753954295,82.67881988852889,7.19442554955373,47.85346839483487,mungbean
22.679883374054473,34.599365941792634,18.72282312285018,28.123764818405235,84.02020453832044,7.224278707558389,49.015361825593594,mungbean
33.27217185242371,42.48808073105041,16.180515781787363,29.746211120965057,80.89504369831629,6.889042840523263,61.21071181048806,mungbean
32.98966034289207,47.756431655885876,18.920540970894994,27.480057208324908,86.03198859387615,6.798481249071684,48.908404301712515,mungbean
-1.7693356018935298,48.26889209314645,15.477144512220173,29.690004525177347,86.4842563734193,6.675838729710015,65.91235820803745,mungbean
21.47593692766059,60.11623250405406,22.643479656604885,28.606292242464228,88.27731195558047,6.228209489296449,56.33615617974852,mungbean
28.383762873852383,42.91058309896668,15.274203714978693,28.899527284971956,82.91905578564565,15.065426860116663,43.73622162857728,mungbean
28.678670144727878,46.53828286649433,15.191475030128993,28.143856641550784,86.2515017688052,6.165829788452737,40.144190204545126,mungbean
26.532467492974295,61.33311445428533,19.35597488118517,29.40874053731911,90.16427467310331,6.199063451887706,57.685626575111954,mungbean
11.04573403094403,50.646560231277654,20.6291508341111,29.685148933582983,89.35337765799981,6.213028288495803,54.103311648202954,mungbean
1.962211929696017,41.989969579670365,16.58017991233771,28.73421513291326,81.45197674954058,7.120508900303795,47.85106536278701,mungbean
30.308310945076688,56.06082215270637,16.312972629580955,30.03234834814171,86.07884213824035,7.145087297032545,53.136122179955564,mungbean
24.40050275618992,55.47719130773489,18.447118392318234,29.447578088291994,87.97793845633372,7.154916199834646,61.771209445394604,mungbean
6.8765950221910845,47.47233057790626,21.52002691174483,29.189751337429993,87.06085813973407,6.251585388439244,52.01414334064757,mungbean
33.64767344152701,34.43343328060608,21.59943072740575,29.421787809159035,89.76635056557745,6.984096441445363,57.101442298519125,mungbean
23.040273954279147,58.03670118611435,11.48617462747271,30.052236927279633,86.9370938508917,6.5561838715062795,45.97763437216053,mungbean
39.52935156912263,53.79981573813099,13.11531460912601,28.26555814671875,88.1401911832484,6.575183916256089,43.00467314048008,mungbean
32.50443151902215,57.09027227809719,19.423757305461205,29.109270750532,85.35319095137308,7.220827871187763,53.6052443858036,mungbean
36.432501182694736,58.307274410225325,28.05182234024194,29.042374188366882,85.11918885496867,6.25556383394809,58.9413162068421,mungbean
5.571081362838102,41.75934139597302,15.807005543796462,29.67511920215628,80.49520705908733,6.296512627435846,42.14023434291281,mungbean
5.084703737491613,42.36981920629073,18.894906549918783,27.468641319126498,84.6605180720348,7.2331926117252445,46.82169322692245,mungbean
39.793477129006746,34.220482591771194,21.09777437712342,29.126962096403574,80.77538390110081,6.129613107648054,36.25758123606596,mungbean
35.00978283818347,43.42036534099853,17.575558870634804,29.777783890027116,79.17751360125209,6.23466289931237,63.35577125527347,mungbean
21.81954547075692,40.940543630798636,19.076914689175105,29.37813880771674,82.28540358460177,6.786381658732054,45.086813431873175,mungbean
30.197583698004863,33.80198341778689,31.23305142014012,30.154141986700953,80.6034813784646,7.242266222199541,54.25349344184997,mungbean
22.156920945460055,47.44056831688562,21.634988331517114,29.17250058351153,87.99327511963679,7.2359296271899725,51.499879883851044,mungbean
24.74674188878577,38.245546664302616,24.333419857402383,27.21801454231426,83.1307045927622,6.21609956222747,43.44572632858773,mungbean
3.2370508814341377,45.042291265394695,25.82979186780767,28.791867053491316,88.95535445619764,6.267070515152506,58.30228909675116,mungbean
10.50977337899479,57.79968477921025,11.84150850171701,27.087948078079194,83.09317338769885,7.162687562988097,39.07636102439788,mungbean
23.881465118449047,53.78325636400599,17.411926172287565,29.39962893808947,89.08631353950722,7.238829484690033,53.24474098952376,mungbean
37.44803710102117,46.81628033727045,23.412274113725623,27.50463219768409,84.40140421218686,6.374371415308042,40.404043775147045,mungbean
33.442951653692894,50.4214607707746,11.276500105307274,30.07359485003965,86.9533237637182,7.20469800925998,51.39704568615839,mungbean
11.32641367410593,47.467083834656975,24.38252998998462,27.395254422447767,84.21078467451433,6.152786306317311,49.3948784513321,mungbean
38.56259857188856,46.74912902368557,16.956043245934687,28.71598822060129,86.13676317662771,6.8527529250127275,56.567738900639654,mungbean
22.284572633184684,58.49885419438621,16.887921710478533,29.51894418683069,86.05907812775337,7.212539019100507,41.745304024966565,mungbean
16.280595934943378,35.05091349269746,25.43488352469744,27.452729830084397,81.58187056369415,6.779865538158618,49.218151405509936,mungbean
1.2444368388465579,43.472175424742765,19.975219425773915,28.4986955203586,83.90531538152577,7.2741415633644255,45.5907870437946,mungbean
37.68856063293434,52.01575866789536,19.24190607562847,28.007900997208182,87.40167684308351,6.598153442654116,51.041580028742295,mungbean
31.361543436390225,45.8943954670405,14.770122638654422,27.1162792989047,87.97912119161883,6.227323103997185,41.814815302801456,mungbean
28.189031024756886,37.23229659424246,14.444633940383486,29.764194761526106,87.97784294112972,6.2275625079459305,47.67180613922443,mungbean
36.83906526762737,41.10777917071597,17.45999311113663,30.0835476304009,85.48735966793201,6.265351654832215,59.146854122433574,mungbean
25.693287825135705,55.10346144636564,20.094929722666894,29.066016343419502,85.05428989064848,7.151873905569724,36.78495304133871,mungbean
1.7928134186894353,47.602562076998375,19.695732826853412,29.075297602972654,85.20617985145995,6.845777194863246,40.70611320107343,mungbean
26.225940309007573,54.03002172163228,17.712928905350978,29.968442883604855,85.61135273455783,6.223507691723631,56.82614806361931,mungbean
21.86629138932669,222.76000802124548,15.084352804704286,28.369586862635902,87.19466999612979,6.276458699239069,36.853542297567245,mungbean
30.15609317910606,36.80301870254589,21.784552480639178,28.46508530505213,89.26039740655489,7.1454824783350634,46.00447583760612,mungbean
33.85337539749218,42.23016934705961,22.772903605806462,28.517187163722316,88.06355709480934,6.512527968059961,58.97611008799154,mungbean
32.09316427905055,55.73768862677728,319.8882710869616,27.05870806113284,87.1079656681327,6.2924617665806934,55.712802724089215,mungbean
6.747193593293666,49.118246879546795,14.169196314193284,29.344047659850123,80.60530630565728,7.195772799171724,36.47832769533527,mungbean
14.609175324736183,51.02838145298522,21.56577220261318,28.848688031643942,85.32512282906816,7.038478037534638,51.42800989968745,mungbean
32.362169481036126,61.95047173733418,26.770407207617723,27.359771256941194,87.43469443379965,7.291458472865534,41.63135732690029,mungbean
21.115569505818684,61.309098526594795,15.551540817992997,28.958836007742597,89.12924401394791,6.256269469048323,40.00359166328881,mungbean
19.666082882519447,39.4287127677105,19.479935457427107,27.81126325860861,85.64335964493469,6.248851166841392,37.469918792710956,mungbean
35.7144711068348,40.33711151398843,17.517509450716982,27.27290199084839,85.33416149958397,7.241330534283083,34.779207235918435,mungbean
31.275455889496804,50.09531165320686,21.142836323041088,27.714194716214696,83.79940314695929,7.166935656427729,53.94206446934171,mungbean
19.927592086623203,43.79897004517449,18.86491096725283,28.664761870459152,88.16455762993539,6.333999165543161,62.98313261484909,mungbean
39.63023011201007,48.39707091777653,9.180670887199387,28.41554607623495,87.33021722663966,7.044855607147359,58.079927642067744,mungbean
23.76468973841744,49.96786444942734,18.6592649825406,29.210170027337277,89.12514052609468,7.202460856349531,61.090205998654284,mungbean
17.233730573084113,53.81149434961644,18.863676465683326,28.553353135975488,86.74092359903506,6.22246241069902,55.88853427328998,mungbean
7.839042100932158,34.45371539878634,19.792915387518825,28.168323007131605,82.90171566135506,7.162810774359331,38.83639248533141,mungbean
19.549722232166687,41.22728030805087,16.664473670667597,30.407330055735915,90.65328353597319,6.258312734202143,47.462125918420725,mungbean
